Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Gls,Ast,Sh,SoT,xG,xAG,Cmp,Att,PrgP,Tkl,Int,90s,G+A,Sh/90,Cmp%,KP,SCA,PrgC,Carries,CrdY,CrdR
Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26.0,34,33,2862,10,7,61,21,6.6,3.7,783,1090,130,66,14,31.8,17,1.92,71.8,27,111,64,827,2,0
Dodô,br BRA,DF,Fiorentina,it Serie A,25.0,34,34,3025,0,4,25,5,1.4,4.2,1341,1728,128,44,34,33.6,4,0.74,77.6,36,75,143,1278,8,0
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26.0,34,34,3060,1,1,32,4,2.6,1.4,995,1270,96,37,44,34.0,2,0.94,78.3,13,32,13,883,4,0
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32.0,30,25,2109,2,1,10,3,1.0,1.5,1078,1302,79,38,22,23.4,3,0.43,82.8,12,25,29,825,6,0
Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22.0,29,16,1516,3,6,29,9,1.3,4.8,603,762,69,31,4,16.8,9,1.72,79.1,32,79,213,796,1,0
Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18.0,10,3,303,0,0,8,2,0.7,0.2,34,49,4,4,0,3.4,0,2.38,69.4,5,7,1,42,0,0
Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26.0,1,0,19,0,0,0,0,0.0,0.0,8,11,0,0,0,0.2,0,0.0,72.7,0,0,0,3,0,0
Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20.0,24,16,1281,3,2,30,17,2.2,0.8,272,348,32,18,4,14.2,5,2.11,78.2,10,41,50,396,0,0
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23.0,19,13,1181,0,0,3,1,0.2,0.1,856,967,66,23,13,13.1,0,0.23,88.5,2,6,15,683,1,0
Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21.0,1,0,18,0,0,0,0,0.0,0.0,2,2,0,0,0,0.2,0,0.0,100.0,0,0,0,1,0,0
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26.0,34,23,1963,0,1,21,9,1.5,1.3,821,947,83,86,29,21.8,1,0.96,86.7,13,38,16,471,9,0
Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19.0,3,2,172,0,0,0,0,0.0,0.0,171,180,13,1,3,1.9,0,0.0,95.0,0,0,0,127,1,0
Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25.0,24,24,2091,0,0,0,0,0.0,0.0,552,632,0,1,0,23.2,0,0.0,87.3,0,2,0,349,2,0
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19.0,12,10,842,0,0,10,2,0.4,0.7,400,494,34,31,4,9.4,0,1.07,81.0,12,24,41,354,3,1
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19.0,21,21,1840,3,1,36,10,3.3,1.5,580,748,54,45,18,20.4,4,1.76,77.5,19,58,68,557,2,1
Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19.0,1,0,14,0,0,0,0,0.0,0.0,15,16,0,0,0,0.2,0,0.0,93.8,0,0,0,12,0,0
Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26.0,1,0,32,0,0,0,0,0.0,0.0,22,26,1,0,0,0.4,0,0.0,84.6,0,1,1,15,0,0
Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26.0,22,19,1335,2,2,9,3,1.0,1.1,573,687,57,27,17,14.8,4,0.61,83.4,13,35,13,459,5,1
Alberto Dossena,it ITA,DF,Como,it Serie A,25.0,23,20,1825,0,2,12,3,0.8,0.7,894,1020,36,33,22,20.3,2,0.59,87.6,5,11,4,693,1,1
Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31.0,33,31,2564,3,2,31,9,4.1,2.4,725,903,82,48,10,28.5,5,1.09,80.3,28,58,42,604,5,1
Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24.0,13,4,452,0,0,7,0,0.4,0.0,174,204,19,16,11,5.0,0,1.39,85.3,1,9,2,133,1,0
Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19.0,2,0,12,0,0,0,0,0.0,0.0,4,5,0,0,0,0.1,0,0.0,80.0,0,0,0,5,0,0
Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19.0,31,18,1730,6,6,55,20,5.1,7.8,933,1133,139,48,13,19.2,12,2.86,82.3,55,109,97,899,1,0
Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,32,30,2717,1,2,18,6,0.8,0.7,1688,2023,173,65,34,30.2,3,0.6,83.4,11,44,51,1184,7,0
Douglas,br BRA,MF,Nantes,fr Ligue 1,27.0,28,28,2307,4,2,36,14,3.4,1.5,1029,1190,125,69,32,25.6,6,1.4,86.5,15,34,14,715,8,0
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21.0,31,31,2639,1,1,3,1,0.6,1.1,1494,1685,116,40,25,29.3,2,0.1,88.7,11,22,20,1149,7,0
Issa Doumbia,it ITA,MF,Venezia,it Serie A,20.0,24,10,939,0,0,16,5,1.0,0.1,203,271,22,14,9,10.4,0,1.53,74.9,3,17,12,219,0,0
Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21.0,30,13,1322,3,2,22,10,2.7,1.2,561,697,72,41,28,14.7,5,1.5,80.5,26,58,17,467,1,0
Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16.0,2,0,46,0,0,0,0,0.0,0.0,19,25,1,1,1,0.5,0,0.0,76.0,0,0,1,17,0,0
Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24.0,13,6,580,2,2,14,5,2.5,1.1,81,106,6,3,1,6.4,4,2.17,76.4,9,19,8,113,1,0
Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24.0,20,6,700,3,1,17,9,4.4,0.2,76,107,6,9,3,7.8,4,2.19,71.0,3,11,6,120,2,0
Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27.0,32,27,2418,12,2,61,25,11.9,2.4,321,433,16,4,2,26.9,14,2.27,74.1,25,52,24,355,0,0
Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25.0,27,25,2151,1,0,10,3,0.6,1.1,1003,1109,66,49,32,23.9,1,0.42,90.4,15,31,29,641,12,0
Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22.0,24,3,488,0,1,9,2,0.6,0.5,321,392,40,11,5,5.4,1,1.66,81.9,7,17,6,260,1,0
Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22.0,16,14,1252,0,0,5,1,0.1,0.4,716,840,37,10,15,13.9,0,0.36,85.2,4,8,7,623,1,0
Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31.0,21,21,1890,0,0,0,0,0.0,0.0,565,860,0,0,0,21.0,0,0.0,65.7,0,2,0,479,2,0
Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19.0,8,5,357,0,0,2,2,0.1,0.0,153,180,16,17,1,4.0,0,0.5,85.0,1,6,2,128,2,0
Domingos Duarte,pt POR,DF,Getafe,es La Liga,29.0,22,21,1859,1,0,3,1,0.2,0.1,497,633,47,28,18,20.7,1,0.15,78.5,2,9,3,373,4,2
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35.0,10,10,900,0,0,0,0,0.0,0.0,265,333,0,0,0,10.0,0,0.0,79.6,0,0,0,202,0,0
Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30.0,32,30,2418,8,8,70,27,10.1,8.5,560,908,86,10,8,26.9,16,2.61,61.7,61,103,26,538,3,0
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29.0,28,27,2395,1,3,25,5,1.0,3.2,943,1204,117,46,31,26.6,4,0.94,78.3,32,73,23,711,12,1
Duk,cv CPV,"MF,FW",Leganés,es La Liga,24.0,10,1,179,0,0,2,1,0.0,0.7,33,53,3,8,1,2.0,0,1.01,62.3,5,7,10,64,1,0
Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28.0,28,19,1865,7,2,36,19,5.4,3.2,603,831,51,25,6,20.7,9,1.74,72.6,21,55,55,534,4,0
Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31.0,16,12,957,0,0,15,4,0.8,1.1,404,498,53,17,8,10.6,0,1.41,81.1,11,32,11,311,2,0
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32.0,25,23,2083,0,0,12,3,0.8,0.5,1778,1953,142,17,13,23.1,0,0.52,91.0,6,19,20,1341,5,0
Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20.0,20,4,638,7,0,31,15,4.9,0.2,115,163,13,8,0,7.1,7,4.37,70.6,4,18,7,133,3,1
Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23.0,27,15,1394,4,4,26,9,3.6,2.8,284,400,30,17,8,15.5,8,1.68,71.0,17,30,24,338,3,0
Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18.0,12,2,283,0,0,5,2,0.2,0.3,59,84,7,3,0,3.1,0,1.59,70.2,1,7,16,102,3,0
Hugo Duro,es ESP,FW,Valencia,es La Liga,24.0,31,25,2166,11,2,48,16,9.4,1.3,296,428,28,13,10,24.1,13,1.99,69.2,14,29,13,297,5,0
Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27.0,9,7,537,0,0,4,0,0.3,0.1,238,304,22,21,8,6.0,0,0.67,78.3,1,5,6,161,2,0
Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30.0,24,16,1417,6,3,47,15,6.4,5.0,596,729,79,17,2,15.7,9,2.99,81.8,40,84,41,595,2,0
Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19.0,7,2,242,0,0,3,0,0.1,0.0,158,176,10,8,5,2.7,0,1.12,89.8,0,2,2,127,2,1
Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,28.0,16,2,373,0,0,6,0,0.4,0.0,173,212,14,20,4,4.1,0,1.45,81.6,0,5,1,110,2,1
Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26.0,32,31,2689,2,2,31,5,2.1,4.6,880,1213,126,56,28,29.9,4,1.04,72.5,45,92,94,862,6,0
Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25.0,2,0,90,0,0,0,0,0.0,0.0,48,55,5,0,1,1.0,0,0.0,87.3,1,3,0,34,1,0
Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28.0,4,0,74,0,0,0,0,0.0,0.0,33,46,4,3,2,0.8,0,0.0,71.7,0,1,3,20,0,0
Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18.0,1,0,6,0,0,0,0,0.0,0.0,3,3,1,1,0,0.1,0,0.0,100.0,0,0,0,3,0,0
Ederson,br BRA,GK,Manchester City,eng Premier League,30.0,26,26,2320,0,4,0,0,0.0,1.5,811,923,2,0,1,25.8,4,0.0,87.9,4,6,0,654,4,0
Éderson,br BRA,MF,Atalanta,it Serie A,25.0,37,32,2881,4,1,39,12,4.1,4.3,1700,1966,216,52,35,32.0,5,1.22,86.5,37,98,40,1490,5,1
Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18.0,10,1,171,2,0,5,3,1.3,0.1,36,52,7,2,2,1.9,2,2.63,69.2,1,5,8,62,0,1
George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26.0,1,0,2,0,0,0,0,0.0,0.0,1,2,0,0,0,0.0,0,0.0,50.0,0,0,0,1,0,0
Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26.0,2,1,115,0,0,5,1,0.4,0.0,17,28,4,1,0,1.3,0,3.91,60.7,1,1,3,24,0,0
Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,26.0,4,0,29,0,0,0,0,0.0,0.0,6,8,1,1,0,0.3,0,0.0,75.0,1,2,0,11,0,0
Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21.0,2,0,65,0,0,0,0,0.0,0.1,25,33,4,3,0,0.7,0,0.0,75.8,1,4,6,34,1,0
Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21.0,1,0,12,0,0,0,0,0.0,0.0,5,5,0,0,0,0.1,0,0.0,100.0,0,0,0,3,0,0
Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26.0,27,22,1853,3,4,34,10,4.7,2.1,404,547,43,5,0,20.6,7,1.65,73.9,24,43,25,384,3,0
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27.0,33,33,2845,2,0,36,10,2.0,1.5,1213,1452,141,57,39,31.6,2,1.14,83.5,19,51,34,813,4,0
Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29.0,33,30,2498,0,1,14,4,1.2,2.2,753,982,55,55,23,27.8,1,0.5,76.7,22,51,54,576,5,0
Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26.0,25,9,966,2,1,20,8,1.1,1.9,363,445,38,19,5,10.7,3,1.86,81.6,21,45,75,416,0,0
Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17.0,24,6,769,1,1,10,3,1.3,1.0,110,165,14,7,2,8.5,2,1.17,66.7,11,21,4,130,1,0
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22.0,33,31,2563,15,8,114,44,21.6,6.8,486,644,53,16,7,28.5,23,4.0,75.5,44,101,93,633,1,0
Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24.0,34,20,1892,3,2,27,9,2.8,1.3,550,690,72,36,12,21.0,5,1.28,79.7,15,38,34,457,2,0
Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20.0,18,7,697,0,0,1,0,0.0,0.0,183,260,20,22,4,7.7,0,0.13,70.4,0,4,13,135,1,0
Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22.0,15,0,186,0,0,4,1,0.1,0.1,30,44,5,4,1,2.1,0,1.94,68.2,2,6,8,50,1,0
Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30.0,18,3,555,1,3,18,6,2.8,0.8,72,107,8,3,1,6.2,4,2.92,67.3,8,14,7,97,1,0
Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,29,29,2575,1,0,25,6,0.7,1.0,1405,1593,146,54,47,28.6,1,0.87,88.2,16,40,20,907,3,0
Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22.0,38,31,2501,6,11,44,24,4.5,5.7,540,827,63,19,6,27.8,17,1.58,65.3,50,102,102,600,1,0
Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26.0,8,1,170,1,0,5,1,1.1,0.2,35,62,5,7,0,1.9,1,2.65,56.5,3,6,9,61,0,0
Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22.0,36,29,2470,2,2,21,4,1.1,1.6,431,607,36,58,17,27.4,4,0.77,71.0,20,46,33,460,2,0
Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21.0,18,2,371,1,2,17,4,1.8,1.1,240,292,44,5,1,4.1,3,4.12,82.2,10,21,10,188,1,0
Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24.0,13,12,1021,4,0,19,9,1.4,0.4,270,336,34,10,6,11.3,4,1.67,80.4,9,29,42,303,0,0
Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24.0,2,0,44,0,0,2,0,0.3,0.0,13,16,2,3,0,0.5,0,4.09,81.3,0,1,0,13,1,0
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30.0,22,16,1457,0,0,4,0,0.4,0.2,775,907,51,20,11,16.2,0,0.25,85.4,4,11,17,624,2,1
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27.0,25,25,2135,1,1,12,3,2.0,0.4,1400,1522,55,38,30,23.7,2,0.51,92.0,5,16,20,953,1,0
Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32.0,35,18,1607,1,1,37,12,2.1,2.7,383,599,45,41,13,17.9,2,2.07,63.9,20,46,47,467,4,0
Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27.0,29,19,1841,6,4,51,18,10.8,5.6,299,432,55,22,3,20.5,10,2.49,69.2,32,54,22,397,5,0
Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21.0,27,27,2293,14,3,61,35,17.0,2.4,273,340,14,6,1,25.5,17,2.39,80.3,18,32,37,341,5,0
Emerson,br BRA,DF,Milan,it Serie A,25.0,17,16,1377,0,0,10,2,0.4,0.7,784,909,68,45,14,15.3,0,0.65,86.2,15,33,23,584,5,0
Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18.0,10,0,42,0,0,1,0,0.2,0.0,26,36,2,4,0,0.5,0,2.14,72.2,0,0,1,17,0,0
Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20.0,13,12,869,2,3,32,11,1.7,1.4,171,248,28,12,1,9.7,5,3.31,69.0,13,29,23,205,3,0
Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20.0,12,2,294,0,0,20,11,1.0,0.2,99,150,14,0,0,3.3,0,6.12,66.0,5,12,11,114,0,0
Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31.0,20,1,273,0,0,0,0,0.0,0.1,182,194,19,12,6,3.0,0,0.0,93.8,2,6,1,110,0,0
Endrick,br BRA,FW,Real Madrid,es La Liga,18.0,22,3,363,1,0,24,6,2.5,0.5,59,75,8,1,4,4.0,1,5.95,78.7,4,8,12,83,1,0
Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23.0,26,11,1164,1,1,8,2,0.6,1.5,622,701,54,30,11,12.9,2,0.62,88.7,12,24,18,525,4,0
Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20.0,1,1,79,0,0,3,1,0.4,0.0,19,27,1,0,0,0.9,0,3.42,70.4,0,1,1,17,1,0
Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32.0,23,11,1061,1,2,14,1,1.4,3.2,590,749,55,19,7,11.8,3,1.19,78.8,31,56,13,473,4,0
Martin Erlic,hr CRO,DF,Bologna,it Serie A,26.0,8,5,334,0,0,6,0,0.2,0.0,220,240,11,2,2,3.7,0,1.62,91.7,0,4,4,179,0,0
Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29.0,10,10,832,1,0,8,1,0.9,0.1,469,510,25,8,9,9.2,1,0.87,92.0,3,8,3,282,2,0
Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32.0,16,9,833,0,1,10,2,0.4,0.6,365,491,39,41,12,9.3,1,1.08,74.3,5,13,10,307,4,0
Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22.0,33,27,2331,8,0,59,19,5.7,2.1,445,739,93,57,12,25.9,8,2.28,60.2,36,79,31,565,1,0
Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19.0,7,1,138,1,1,1,1,0.3,0.4,32,42,7,9,1,1.5,2,0.65,76.2,3,8,1,38,0,0
Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26.0,30,21,1636,7,2,44,13,4.2,1.3,195,301,21,7,0,18.2,9,2.42,64.8,11,27,33,347,4,2
Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19.0,27,25,1938,1,0,23,4,0.7,0.4,812,951,76,59,42,21.5,1,1.07,85.4,13,36,18,582,11,2
Estanis,es ESP,FW,Bologna,it Serie A,20.0,1,0,9,0,0,2,0,0.1,0.2,7,8,0,0,0,0.1,0,20.0,87.5,2,3,1,5,0,0
Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28.0,14,7,657,0,0,5,1,0.1,0.8,237,313,30,16,3,7.3,0,0.68,75.7,6,13,3,148,3,0
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26.0,30,26,2402,1,1,28,9,1.2,2.1,1338,1610,132,65,37,26.7,2,1.05,83.1,26,58,59,1023,5,0
Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21.0,2,0,40,0,0,0,0,0.0,0.0,1,5,0,0,0,0.4,0,0.0,20.0,0,0,0,4,0,0
Karl Etta,cm CMR,"MF,FW",Villarreal,es La Liga,20.0,4,0,37,1,0,2,2,0.4,0.0,0,1,0,0,0,0.4,1,4.86,0.0,0,1,0,5,0,0
Evanilson,br BRA,FW,Bournemouth,eng Premier League,24.0,31,28,2319,10,1,72,31,12.5,1.9,244,342,28,16,1,25.8,11,2.79,71.3,26,61,29,333,1,1
Jake Evans,,FW,Leicester City,eng Premier League,,4,0,24,0,0,0,0,0.0,0.0,2,3,0,1,0,0.3,0,0.0,66.7,0,0,0,1,0,0
Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36.0,7,3,315,0,0,2,1,0.1,0.0,192,217,10,8,5,3.5,0,0.57,88.5,0,2,3,143,1,0
Edu Expósito,es ESP,MF,Espanyol,es La Liga,27.0,19,12,1045,0,2,18,6,1.0,3.2,318,485,64,23,15,11.6,2,1.55,65.6,28,44,23,340,3,0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26.0,34,31,2588,8,8,100,27,10.5,6.2,777,1047,97,39,11,28.8,16,3.48,74.2,58,135,69,840,1,0
Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22.0,32,23,1984,2,2,61,25,8.0,2.0,542,757,68,37,7,22.0,4,2.77,71.6,27,66,117,706,2,0
Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21.0,30,9,1023,3,1,21,5,2.3,1.3,151,210,17,10,2,11.4,4,1.85,71.9,9,19,14,198,2,0
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39.0,14,13,1160,0,0,0,0,0.0,0.0,332,495,0,0,0,12.9,0,0.0,67.1,0,3,0,285,2,0
Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22.0,28,20,1644,1,3,28,9,1.7,4.0,441,591,36,64,12,18.3,4,1.53,74.6,23,54,74,544,2,1
Wout Faes,be BEL,DF,Leicester City,eng Premier League,26.0,34,30,2815,1,0,12,1,1.5,0.1,1376,1564,86,42,26,31.3,1,0.38,88.0,4,17,12,1107,4,0
Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23.0,15,10,962,1,2,10,4,0.5,3.0,519,617,50,19,5,10.7,3,0.94,84.1,23,43,15,480,0,0
Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23.0,17,5,571,0,0,12,1,0.6,0.1,370,418,41,14,2,6.3,0,1.89,88.5,4,10,19,311,4,0
Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26.0,20,10,899,3,2,18,9,2.6,1.9,311,379,44,13,4,10.0,5,1.8,82.1,10,33,24,310,2,0
Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29.0,38,38,3420,0,0,0,0,0.0,0.0,731,1200,0,0,0,38.0,0,0.0,60.9,0,11,0,727,2,0
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32.0,8,3,260,0,0,1,0,0.2,0.1,65,95,3,10,2,2.9,0,0.35,68.4,2,3,2,55,1,0
Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20.0,11,6,579,0,2,13,5,0.4,1.6,123,197,17,21,4,6.4,2,2.02,62.4,6,17,42,217,0,0
Ansu Fati,es ESP,FW,Barcelona,es La Liga,21.0,6,3,233,0,0,12,5,1.0,0.2,104,125,6,4,1,2.6,0,4.64,83.2,4,11,7,107,1,0
Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20.0,20,10,1028,0,0,17,3,1.3,0.3,426,514,50,31,10,11.4,0,1.49,82.9,7,19,25,340,5,0
Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21.0,20,16,1383,4,1,27,9,3.1,0.5,305,426,49,32,6,15.4,5,1.76,71.6,12,49,34,364,1,1
Nabil Fekir,fr FRA,MF,Betis,es La Liga,31.0,2,2,180,0,1,7,1,0.7,0.6,67,82,10,3,0,2.0,1,3.5,81.7,6,12,9,72,0,0
Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23.0,20,9,925,0,3,10,6,0.6,1.0,188,277,19,17,7,10.3,3,0.97,67.9,10,31,39,259,1,0
Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27.0,4,2,122,0,0,0,0,0.0,0.0,58,66,4,4,3,1.4,0,0.0,87.9,0,0,0,47,1,0
João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24.0,12,3,369,1,1,20,5,2.2,1.0,171,199,26,8,3,4.1,2,4.88,85.9,6,18,21,193,2,0
João Félix,pt POR,MF,Milan,it Serie A,24.0,15,8,760,2,0,29,8,2.7,1.2,246,301,40,6,1,8.4,2,3.43,81.7,10,35,20,275,3,0
Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20.0,2,1,121,0,0,0,0,0.0,0.0,41,65,0,0,0,1.3,0,0.0,63.1,0,1,0,34,0,0
Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33.0,28,27,2227,0,1,3,0,0.4,1.3,1339,1506,112,50,40,24.7,1,0.12,88.9,16,43,52,902,7,0
Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19.0,8,1,156,0,0,5,1,0.6,0.3,28,37,1,3,1,1.7,0,2.88,75.7,2,4,1,31,0,0
Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19.0,13,2,246,1,0,7,2,0.5,0.4,43,58,1,4,0,2.7,1,2.56,74.1,3,4,2,42,0,0
Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24.0,16,10,983,1,1,5,1,1.0,1.1,569,658,53,24,5,10.9,2,0.46,86.5,14,32,20,471,0,0
Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31.0,24,8,849,2,0,12,5,1.4,2.4,303,451,40,9,10,9.4,2,1.27,67.2,17,32,16,292,1,0
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29.0,36,35,3018,8,10,93,26,9.9,8.5,1707,2242,325,84,26,33.5,18,2.77,76.1,91,193,77,1542,5,2
Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28.0,19,12,1105,0,1,10,2,0.4,0.6,486,572,40,9,20,12.3,1,0.81,85.0,8,16,7,399,1,0
Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20.0,36,34,2909,2,4,42,14,4.0,3.0,1087,1361,145,89,28,32.3,6,1.3,79.9,34,78,76,897,8,0
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33.0,1,1,90,0,0,0,0,0.0,0.0,29,45,0,0,0,1.0,0,0.0,64.4,0,0,0,27,0,0
Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26.0,9,8,747,0,0,0,0,0.0,0.1,212,324,0,0,0,8.3,0,0.0,65.4,1,3,0,187,2,0
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23.0,36,32,2947,6,7,53,20,6.1,6.8,1518,1900,212,65,13,32.7,13,1.62,79.9,77,147,60,1211,8,0
Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,21.0,2,1,98,0,0,0,0,0.0,0.0,24,28,1,0,2,1.1,0,0.0,85.7,0,0,0,16,1,0
Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22.0,19,18,1497,6,0,21,9,3.6,0.6,187,259,17,4,3,16.6,6,1.26,72.2,8,28,7,227,1,0
